日付け,終値,始値,高値,安値,出来高,変化率 %
2018年08月13日,80.49,80.87,80.87,79.98,,-0.62%
2018年08月10日,80.99,81.91,82.03,80.62,,-1.10%
2018年08月09日,81.89,82.49,82.66,81.87,,-0.72%
2018年08月08日,82.48,82.66,82.81,82.06,,-0.22%
2018年08月07日,82.66,82.29,82.77,82.16,,0.44%
2018年08月06日,82.30,82.30,82.44,82.16,,-0.04%
2018年08月03日,82.33,82.17,82.64,82.11,,0.19%
2018年08月02日,82.17,82.72,82.77,81.94,,-0.66%
2018年08月01日,82.72,83.09,83.13,82.46,,-0.47%
2018年07月31日,83.11,82.28,83.30,82.14,,1.02%
2018年07月30日,82.27,82.06,82.33,81.97,,0.10%
2018年07月27日,82.19,82.05,82.33,81.85,,0.16%
2018年07月26日,82.06,82.72,82.80,81.97,,-0.81%
2018年07月25日,82.73,82.56,82.89,82.08,,0.25%
2018年07月24日,82.52,82.18,82.57,81.79,,0.40%
2018年07月23日,82.19,82.56,82.80,82.14,,-0.62%
2018年07月20日,82.70,82.78,83.03,82.22,,-0.08%
2018年07月19日,82.77,83.50,83.94,82.58,,-0.87%
2018年07月18日,83.50,83.41,83.56,82.83,,0.11%
2018年07月17日,83.41,83.32,83.62,83.18,,0.10%
2018年07月16日,83.33,83.40,83.72,83.18,,-0.11%
2018年07月13日,83.42,83.39,83.62,82.97,,0.04%
2018年07月12日,83.39,82.54,83.44,82.39,,1.05%
2018年07月11日,82.52,82.78,82.83,82.05,,-0.33%
2018年07月10日,82.79,82.76,83.17,82.63,,0.02%
2018年07月09日,82.77,82.08,82.81,81.92,,0.80%
2018年07月06日,82.11,81.73,82.28,81.59,,0.48%
2018年07月05日,81.72,81.52,81.95,81.24,,0.20%
2018年07月04日,81.56,81.69,82.00,81.44,,-0.16%
2018年07月03日,81.69,81.41,82.09,81.03,,0.34%
2018年07月02日,81.41,81.79,82.13,80.97,,-0.66%
2018年06月29日,81.95,81.25,82.08,81.06,,0.85%
2018年06月28日,81.26,80.95,81.34,80.69,,0.40%
2018年06月27日,80.94,81.38,81.66,80.76,,-0.54%
2018年06月26日,81.38,81.37,81.47,80.94,,-0.01%
2018年06月25日,81.39,81.87,81.89,80.96,,-0.54%
2018年06月22日,81.83,81.19,81.95,81.00,,0.79%
2018年06月21日,81.19,81.33,81.67,81.06,,-0.15%
2018年06月20日,81.31,81.22,81.67,80.97,,0.06%
2018年06月19日,81.26,82.07,82.12,80.62,,-0.97%
2018年06月18日,82.06,82.53,82.55,81.88,,-0.40%
2018年06月15日,82.39,82.78,82.89,82.28,,-0.44%
2018年06月14日,82.75,83.61,83.67,82.67,,-1.04%
2018年06月13日,83.62,83.59,84.03,83.43,,0.04%
2018年06月12日,83.59,83.75,84.18,83.51,,-0.19%
2018年06月11日,83.75,83.34,83.84,82.77,,0.60%
2018年06月08日,83.25,83.64,83.80,82.58,,-0.49%
2018年06月07日,83.66,84.47,84.55,83.38,,-0.97%
2018年06月06日,84.48,83.61,84.52,83.57,,1.00%
2018年06月05日,83.64,84.03,84.21,83.34,,-0.38%
2018年06月04日,83.96,82.87,84.06,82.70,,1.27%
2018年06月01日,82.91,82.36,82.97,82.19,,0.67%
2018年05月31日,82.36,82.52,82.68,81.98,,-0.19%
2018年05月30日,82.52,81.64,82.63,81.02,,1.09%
2018年05月29日,81.63,82.56,82.62,81.08,,-1.14%
2018年05月28日,82.57,82.57,83.08,82.41,,-0.01%
2018年05月25日,82.58,82.77,83.18,82.39,,-0.23%
2018年05月24日,82.77,83.23,83.35,82.37,,-0.54%
2018年05月23日,83.22,84.01,84.06,82.46,,-0.95%
2018年05月22日,84.02,84.20,84.50,83.97,,-0.21%
2018年05月21日,84.20,83.42,84.24,83.18,,1.18%
