日付け,終値,始値,高値,安値,出来高,変化率 %
2020年11月25日,138.27,138.25,138.47,138.13,1.84M,0.01%
2020年11月24日,138.25,138.33,138.38,138.17,3.33M,-0.05%
2020年11月23日,138.31,138.53,138.55,138.27,2.57M,-0.14%
2020年11月20日,138.50,138.52,138.63,138.38,1.54M,0.10%
2020年11月19日,138.36,138.22,138.52,138.22,1.52M,0.12%
2020年11月18日,138.19,138.36,138.52,138.08,1.49M,-0.08%
2020年11月17日,138.30,138.03,138.36,137.95,1.33M,0.19%
2020年11月16日,138.03,138.08,138.25,137.84,1.25M,-0.06%
2020年11月13日,138.11,138.20,138.33,138.05,993.90K,-0.03%
2020年11月12日,138.16,137.63,138.23,137.61,1.74M,0.40%
2020年11月11日,137.61,137.50,137.67,137.25,553.67K,0.13%
2020年11月10日,137.44,137.81,137.92,137.42,2.07M,-0.10%
2020年11月09日,137.58,138.50,138.77,137.41,2.78M,-0.70%
2020年11月06日,138.55,138.97,139.03,138.39,1.49M,-0.24%
2020年11月05日,138.88,138.97,139.27,138.77,1.66M,-0.08%
2020年11月04日,138.98,137.95,139.03,137.64,2.88M,0.64%
2020年11月03日,138.09,138.31,138.34,137.95,1.27M,-0.15%
2020年11月02日,138.30,138.17,138.48,138.14,1.44M,0.06%
2020年10月30日,138.22,138.47,138.61,138.11,2.40M,-0.14%
2020年10月29日,138.41,138.81,138.89,138.36,1.97M,-0.28%
2020年10月28日,138.80,138.89,139.09,138.77,1.53M,-0.03%
2020年10月27日,138.84,138.63,138.91,138.58,968.53K,0.15%
2020年10月26日,138.64,138.34,138.72,138.34,1.17M,0.20%
2020年10月23日,138.36,138.27,138.47,138.17,1.19M,0.02%
2020年10月22日,138.33,138.50,138.63,138.16,1.39M,-0.18%
2020年10月21日,138.58,138.75,138.77,138.41,1.52M,-0.09%
2020年10月20日,138.70,138.83,138.89,138.66,1.25M,-0.16%
2020年10月19日,138.92,139.03,139.05,138.75,1.04M,-0.10%
2020年10月16日,139.06,139.09,139.23,138.97,928.43K,-0.04%
2020年10月15日,139.13,139.20,139.44,139.06,1.15M,-0.07%
2020年10月14日,139.22,139.20,139.33,139.14,801.76K,0.01%
2020年10月13日,139.20,138.91,139.25,138.89,1.04M,0.21%
2020年10月12日,138.91,138.83,138.94,138.80,195.31K,0.06%
2020年10月09日,138.83,138.80,138.98,138.67,1.00M,-0.07%
2020年10月08日,138.92,138.70,138.94,138.70,991.73K,0.15%
2020年10月07日,138.72,139.13,139.14,138.64,1.35M,-0.24%
2020年10月06日,139.05,138.77,139.19,138.72,1.62M,0.09%
2020年10月05日,138.92,139.38,139.45,138.75,1.34M,-0.37%
2020年10月02日,139.44,139.52,139.78,139.36,1.44M,-0.08%
2020年10月01日,139.55,139.47,139.64,139.20,1.53M,0.01%
2020年09月30日,139.53,139.73,139.80,139.34,1.73M,-0.18%
2020年09月29日,139.78,139.70,139.81,139.63,788.13K,0.11%
2020年09月28日,139.63,139.64,139.69,139.52,719.44K,-0.01%
2020年09月25日,139.64,139.55,139.72,139.47,774.19K,0.04%
2020年09月24日,139.58,139.52,139.61,139.47,1.04M,0.06%
2020年09月23日,139.50,139.55,139.67,139.39,980.78K,-0.09%
2020年09月22日,139.63,139.58,139.63,139.48,816.61K,-0.10%
2020年09月21日,139.77,139.61,139.88,139.61,1.59K,0.11%
2020年09月18日,139.61,139.70,139.70,139.56,3.52K,-0.02%
2020年09月17日,139.64,139.56,139.91,139.56,1.12K,0.00%
2020年09月16日,139.64,139.73,139.95,139.55,4.96K,-0.02%
2020年09月15日,139.67,139.73,139.73,139.63,3.63K,-0.04%
2020年09月14日,139.73,139.77,139.84,139.67,5.41K,-0.02%
2020年09月11日,139.77,139.61,139.77,139.53,2.04K,0.12%
2020年09月10日,139.59,139.47,139.63,139.34,2.38K,0.09%
2020年09月09日,139.47,139.69,139.72,139.42,3.63K,-0.07%
2020年09月08日,139.56,139.28,139.64,139.25,7.41K,0.34%
2020年09月07日,139.09,139.10,139.20,139.02,-,-0.01%
2020年09月06日,139.10,139.06,139.13,139.06,-,-0.07%
