日付け,終値,始値,高値,安値,変化率 %
2016年08月17日,"12,903.000","12,903.000","12,903.000","12,903.000",-1.01%
2016年08月16日,"13,035.000","13,035.000","13,035.000","13,035.000",-1.40%
2016年08月15日,"13,220.000","13,220.000","13,220.000","13,220.000",0.24%
2016年08月12日,"13,188.000","13,188.000","13,188.000","13,188.000",1.56%
2016年08月10日,"12,985.000","12,985.000","12,985.000","12,985.000",-0.25%
2016年08月09日,"13,017.000","13,017.000","13,017.000","13,017.000",1.36%
2016年08月08日,"12,842.000","12,842.000","12,842.000","12,842.000",0.05%
2016年08月05日,"12,835.000","12,835.000","12,835.000","12,835.000",-1.18%
2016年08月04日,"12,988.000","12,988.000","12,988.000","12,988.000",-0.75%
2016年08月03日,"13,086.000","13,086.000","13,086.000","13,086.000",-3.02%
2016年08月02日,"13,494.000","13,494.000","13,494.000","13,494.000",-0.36%
2016年08月01日,"13,543.000","13,543.000","13,543.000","13,543.000",-0.27%
2016年07月29日,"13,579.000","13,579.000","13,579.000","13,579.000",0.63%
2016年07月28日,"13,494.000","13,494.000","13,494.000","13,494.000",-0.80%
2016年07月27日,"13,603.000","13,603.000","13,603.000","13,603.000",0.12%
2016年07月26日,"13,587.000","13,587.000","13,587.000","13,587.000",-0.54%
2016年07月25日,"13,661.000","13,661.000","13,661.000","13,661.000",-0.24%
2016年07月22日,"13,694.000","13,694.000","13,694.000","13,694.000",-0.53%
2016年07月21日,"13,767.000","13,767.000","13,767.000","13,767.000",-1.05%
2016年07月20日,"13,913.000","13,913.000","13,913.000","13,913.000",1.08%
2016年07月19日,"13,765.000","13,765.000","13,765.000","13,765.000",1.95%
2016年07月15日,"13,502.000","13,502.000","13,502.000","13,502.000",-1.55%
2016年07月14日,"13,715.000","13,715.000","13,715.000","13,715.000",0.09%
2016年07月13日,"13,703.000","13,703.000","13,703.000","13,703.000",0.68%
2016年07月12日,"13,611.000","13,611.000","13,611.000","13,611.000",1.05%
2016年07月11日,"13,469.000","13,469.000","13,469.000","13,469.000",2.50%
2016年07月08日,"13,140.000","13,140.000","13,140.000","13,140.000",-1.71%
2016年07月07日,"13,369.000","13,369.000","13,369.000","13,369.000",-1.50%
2016年07月06日,"13,573.000","13,573.000","13,573.000","13,573.000",-0.81%
2016年07月05日,"13,684.000","13,684.000","13,684.000","13,684.000",-0.54%
2016年07月04日,"13,758.000","13,758.000","13,758.000","13,758.000",0.49%
2016年07月01日,"13,691.000","13,691.000","13,691.000","13,691.000",1.23%
2016年06月30日,"13,524.000","13,524.000","13,524.000","13,524.000",0.49%
2016年06月29日,"13,458.000","13,458.000","13,458.000","13,458.000",1.10%
2016年06月28日,"13,311.000","13,311.000","13,311.000","13,311.000",1.46%
2016年06月27日,"13,120.000","13,120.000","13,120.000","13,120.000",4.33%
2016年06月24日,"12,576.000","12,576.000","12,576.000","12,576.000",-5.94%
2016年06月23日,"13,370.000","13,370.000","13,370.000","13,370.000",0.54%
2016年06月22日,"13,298.000","13,298.000","13,298.000","13,298.000",-1.36%
2016年06月21日,"13,482.000","13,482.000","13,482.000","13,482.000",0.63%
2016年06月20日,"13,398.000","13,398.000","13,398.000","13,398.000",3.22%
2016年06月17日,"12,980.000","12,980.000","12,980.000","12,980.000",0.44%
2016年06月16日,"12,923.000","12,923.000","12,923.000","12,923.000",-3.65%
2016年06月15日,"13,412.000","13,412.000","13,412.000","13,412.000",0.88%
2016年06月14日,"13,295.000","13,295.000","13,295.000","13,295.000",-3.25%
2016年06月13日,"13,742.000","13,742.000","13,742.000","13,742.000",-2.68%
2016年06月10日,"14,120.000","14,120.000","14,120.000","14,120.000",-0.29%
2016年06月09日,"14,161.000","14,161.000","14,161.000","14,161.000",0.57%
2016年06月08日,"14,081.000","14,081.000","14,081.000","14,081.000",1.06%
2016年06月07日,"13,933.000","13,933.000","13,933.000","13,933.000",0.79%
2016年06月06日,"13,824.000","13,824.000","13,824.000","13,824.000",-0.47%
2016年06月03日,"13,889.000","13,889.000","13,889.000","13,889.000",0.98%
2016年06月02日,"13,754.000","13,754.000","13,754.000","13,754.000",-1.55%
2016年06月01日,"13,970.000","13,970.000","13,970.000","13,970.000",-0.91%
2016年05月31日,"14,098.000","14,098.000","14,098.000","14,098.000",1.24%
2016年05月30日,"13,925.000","13,925.000","13,925.000","13,925.000",1.57%
2016年05月27日,"13,710.000","13,710.000","13,710.000","13,710.000",0.40%
2016年05月26日,"13,655.000","13,655.000","13,655.000","13,655.000",-0.50%
2016年05月25日,"13,724.000","13,724.000","13,724.000","13,724.000",0.53%
2016年05月24日,"13,652.000","13,652.000","13,652.000","13,652.000",-0.70%
2016年05月23日,"13,748.000","13,748.000","13,748.000","13,748.000",0.50%
2016年05月20日,"13,679.000","13,679.000","13,679.000","13,679.000",0.72%
2016年05月19日,"13,581.000","13,581.000","13,581.000","13,581.000",0.75%
2016年05月18日,"13,480.000","13,480.000","13,480.000","13,480.000",-1.35%
2016年05月17日,"13,664.000","13,664.000","13,664.000","13,664.000",0.83%
2016年05月16日,"13,552.000","13,552.000","13,552.000","13,552.000",-1.43%
2016年05月13日,"13,749.000","13,749.000","13,749.000","13,749.000",0.08%
2016年05月12日,"13,738.000","13,738.000","13,738.000","13,738.000",0.69%
2016年05月11日,"13,644.000","13,644.000","13,644.000","13,644.000",0.81%
2016年05月10日,"13,534.000","13,534.000","13,534.000","13,534.000",1.29%
2016年05月09日,"13,361.000","13,361.000","13,361.000","13,361.000",1.81%
2016年05月06日,"13,123.000","13,123.000","13,123.000","13,123.000",1.14%
2016年05月02日,"12,975.000","12,975.000","12,975.000","12,975.000",-1.43%
2016年04月28日,"13,163.000","13,163.000","13,163.000","13,163.000",-1.59%
2016年04月27日,"13,375.000","13,375.000","13,375.000","13,375.000",0.41%
2016年04月26日,"13,321.000","13,321.000","13,321.000","13,321.000",-1.81%
2016年04月25日,"13,566.000","13,566.000","13,566.000","13,566.000",-1.03%
2016年04月22日,"13,707.000","13,707.000","13,707.000","13,707.000",0.18%
2016年04月21日,"13,682.000","13,682.000","13,682.000","13,682.000",1.84%
2016年04月20日,"13,435.000","13,435.000","13,435.000","13,435.000",-0.09%
2016年04月19日,"13,447.000","13,447.000","13,447.000","13,447.000",2.34%
2016年04月18日,"13,140.000","13,140.000","13,140.000","13,140.000",-1.44%
2016年04月15日,"13,332.000","13,332.000","13,332.000","13,332.000",-0.10%
2016年04月14日,"13,346.000","13,346.000","13,346.000","13,346.000",1.85%
2016年04月13日,"13,103.000","13,103.000","13,103.000","13,103.000",1.69%
2016年04月12日,"12,885.000","12,885.000","12,885.000","12,885.000",0.29%
2016年04月11日,"12,848.000","12,848.000","12,848.000","12,848.000",0.71%
2016年04月08日,"12,757.000","12,757.000","12,757.000","12,757.000",1.09%
2016年04月07日,"12,620.000","12,620.000","12,620.000","12,620.000",0.63%
2016年04月06日,"12,541.000","12,541.000","12,541.000","12,541.000",0.02%
2016年04月05日,"12,539.000","12,539.000","12,539.000","12,539.000",-3.37%
2016年04月04日,"12,976.000","12,976.000","12,976.000","12,976.000",0.27%
2016年04月01日,"12,941.000","12,941.000","12,941.000","12,941.000",-3.22%
2016年03月31日,"13,371.000","13,371.000","13,371.000","13,371.000",-0.71%
2016年03月30日,"13,466.000","13,466.000","13,466.000","13,466.000",-0.09%
2016年03月29日,"13,478.000","13,478.000","13,478.000","13,478.000",1.46%
2016年03月28日,"13,284.000","13,284.000","13,284.000","13,284.000",0.93%
2016年03月25日,"13,162.000","13,162.000","13,162.000","13,162.000",-0.04%
2016年03月24日,"13,167.000","13,167.000","13,167.000","13,167.000",0.55%
2016年03月23日,"13,095.000","13,095.000","13,095.000","13,095.000",0.06%
2016年03月22日,"13,087.000","13,087.000","13,087.000","13,087.000",1.32%
2016年03月18日,"12,916.000","12,916.000","12,916.000","12,916.000",-0.28%
2016年03月17日,"12,952.000","12,952.000","12,952.000","12,952.000",-0.15%
2016年03月16日,"12,972.000","12,972.000","12,972.000","12,972.000",-0.37%
2016年03月15日,"13,020.000","13,020.000","13,020.000","13,020.000",-0.11%
2016年03月14日,"13,034.000","13,034.000","13,034.000","13,034.000",1.59%
2016年03月11日,"12,830.000","12,830.000","12,830.000","12,830.000",0.74%
2016年03月10日,"12,736.000","12,736.000","12,736.000","12,736.000",1.33%
2016年03月09日,"12,569.000","12,569.000","12,569.000","12,569.000",-0.89%
2016年03月08日,"12,682.000","12,682.000","12,682.000","12,682.000",-0.63%
2016年03月07日,"12,763.000","12,763.000","12,763.000","12,763.000",-0.03%
2016年03月04日,"12,767.000","12,767.000","12,767.000","12,767.000",0.85%
2016年03月03日,"12,659.000","12,659.000","12,659.000","12,659.000",0.58%
2016年03月02日,"12,586.000","12,586.000","12,586.000","12,586.000",2.14%
2016年03月01日,"12,322.000","12,322.000","12,322.000","12,322.000",0.17%
2016年02月29日,"12,301.000","12,301.000","12,301.000","12,301.000",0.03%
2016年02月26日,"12,297.000","12,297.000","12,297.000","12,297.000",0.28%
2016年02月25日,"12,263.000","12,263.000","12,263.000","12,263.000",1.95%
2016年02月24日,"12,029.000","12,029.000","12,029.000","12,029.000",0.06%
2016年02月23日,"12,022.000","12,022.000","12,022.000","12,022.000",-1.01%
2016年02月22日,"12,145.000","12,145.000","12,145.000","12,145.000",1.23%
2016年02月19日,"11,997.000","11,997.000","11,997.000","11,997.000",-0.67%
2016年02月18日,"12,078.000","12,078.000","12,078.000","12,078.000",2.20%
2016年02月17日,"11,818.000","11,818.000","11,818.000","11,818.000",-0.60%
2016年02月16日,"11,889.000","11,889.000","11,889.000","11,889.000",0.23%
2016年02月15日,"11,862.000","11,862.000","11,862.000","11,862.000",5.75%
2016年02月12日,"11,217.000","11,217.000","11,217.000","11,217.000",-5.79%
2016年02月10日,"11,906.000","11,906.000","11,906.000","11,906.000",-3.18%
2016年02月09日,"12,297.000","12,297.000","12,297.000","12,297.000",-5.21%
2016年02月08日,"12,973.000","12,973.000","12,973.000","12,973.000",1.04%
2016年02月05日,"12,840.000","12,840.000","12,840.000","12,840.000",-1.77%
2016年02月04日,"13,071.000","13,071.000","13,071.000","13,071.000",-2.26%
2016年02月03日,"13,373.000","13,373.000","13,373.000","13,373.000",-2.61%
2016年02月02日,"13,732.000","13,732.000","13,732.000","13,732.000",-0.82%
2016年02月01日,"13,845.000","13,845.000","13,845.000","13,845.000",2.19%
2016年01月29日,"13,548.000","13,548.000","13,548.000","13,548.000",2.67%
2016年01月28日,"13,196.000","13,196.000","13,196.000","13,196.000",0.10%
2016年01月27日,"13,183.000","13,183.000","13,183.000","13,183.000",2.37%
2016年01月26日,"12,878.000","12,878.000","12,878.000","12,878.000",-1.69%
2016年01月25日,"13,100.000","13,100.000","13,100.000","13,100.000",1.94%
2016年01月22日,"12,851.000","12,851.000","12,851.000","12,851.000",5.64%
2016年01月21日,"12,165.000","12,165.000","12,165.000","12,165.000",-2.80%
2016年01月20日,"12,515.000","12,515.000","12,515.000","12,515.000",-3.70%
2016年01月19日,"12,996.000","12,996.000","12,996.000","12,996.000",0.27%
2016年01月18日,"12,961.000","12,961.000","12,961.000","12,961.000",-1.63%
2016年01月15日,"13,176.000","13,176.000","13,176.000","13,176.000",-0.68%
2016年01月14日,"13,266.000","13,266.000","13,266.000","13,266.000",-2.30%
2016年01月13日,"13,578.000","13,578.000","13,578.000","13,578.000",3.22%
2016年01月12日,"13,155.000","13,155.000","13,155.000","13,155.000",-3.90%
2016年01月08日,"13,689.000","13,689.000","13,689.000","13,689.000",-0.94%
2016年01月07日,"13,819.000","13,819.000","13,819.000","13,819.000",-1.63%
2016年01月06日,"14,048.000","14,048.000","14,048.000","14,048.000",-0.83%
2016年01月05日,"14,165.000","14,165.000","14,165.000","14,165.000",-0.37%
2016年01月04日,"14,217.000","14,217.000","14,217.000","14,217.000",-2.05%
2015年12月30日,"14,515.000","14,515.000","14,515.000","14,515.000",0.64%
2015年12月29日,"14,422.000","14,422.000","14,422.000","14,422.000",1.03%
2015年12月28日,"14,275.000","14,275.000","14,275.000","14,275.000",1.42%
2015年12月25日,"14,075.000","14,075.000","14,075.000","14,075.000",-0.28%
2015年12月24日,"14,115.000","14,115.000","14,115.000","14,115.000",-1.50%
2015年12月22日,"14,330.000","14,330.000","14,330.000","14,330.000",-0.01%
2015年12月21日,"14,332.000","14,332.000","14,332.000","14,332.000",-0.58%
2015年12月18日,"14,416.000","14,416.000","14,416.000","14,416.000",-1.14%
2015年12月17日,"14,582.000","14,582.000","14,582.000","14,582.000",1.82%
2015年12月16日,"14,322.000","14,322.000","14,322.000","14,322.000",1.66%
2015年12月15日,"14,088.000","14,088.000","14,088.000","14,088.000",-1.66%
2015年12月14日,"14,326.000","14,326.000","14,326.000","14,326.000",-0.72%
2015年12月11日,"14,430.000","14,430.000","14,430.000","14,430.000",0.59%
2015年12月10日,"14,345.000","14,345.000","14,345.000","14,345.000",-1.18%
2015年12月09日,"14,517.000","14,517.000","14,517.000","14,517.000",-1.14%
2015年12月08日,"14,685.000","14,685.000","14,685.000","14,685.000",-0.89%
2015年12月07日,"14,817.000","14,817.000","14,817.000","14,817.000",0.70%
2015年12月04日,"14,714.000","14,714.000","14,714.000","14,714.000",-1.45%
2015年12月03日,"14,930.000","14,930.000","14,930.000","14,930.000",-0.03%
2015年12月02日,"14,934.000","14,934.000","14,934.000","14,934.000",0.11%
2015年12月01日,"14,917.000","14,917.000","14,917.000","14,917.000",1.00%
2015年11月30日,"14,770.000","14,770.000","14,770.000","14,770.000",0.69%
2015年11月27日,"14,669.000","14,669.000","14,669.000","14,669.000",-0.14%
2015年11月26日,"14,689.000","14,689.000","14,689.000","14,689.000",0.39%
2015年11月25日,"14,632.000","14,632.000","14,632.000","14,632.000",-0.20%
2015年11月24日,"14,661.000","14,661.000","14,661.000","14,661.000",0.76%
2015年11月20日,"14,550.000","14,550.000","14,550.000","14,550.000",0.27%
2015年11月19日,"14,511.000","14,511.000","14,511.000","14,511.000",0.56%
2015年11月18日,"14,430.000","14,430.000","14,430.000","14,430.000",-0.37%
2015年11月17日,"14,484.000","14,484.000","14,484.000","14,484.000",0.94%
2015年11月16日,"14,349.000","14,349.000","14,349.000","14,349.000",-1.06%
2015年11月13日,"14,502.000","14,502.000","14,502.000","14,502.000",-0.32%
2015年11月12日,"14,548.000","14,548.000","14,548.000","14,548.000",-0.06%
2015年11月11日,"14,557.000","14,557.000","14,557.000","14,557.000",0.92%
2015年11月10日,"14,425.000","14,425.000","14,425.000","14,425.000",-0.32%
2015年11月09日,"14,471.000","14,471.000","14,471.000","14,471.000",0.93%
2015年11月06日,"14,337.000","14,337.000","14,337.000","14,337.000",0.42%
2015年11月05日,"14,277.000","14,277.000","14,277.000","14,277.000",0.17%
2015年11月04日,"14,253.000","14,253.000","14,253.000","14,253.000",-0.43%
2015年11月02日,"14,315.000","14,315.000","14,315.000","14,315.000",-1.08%
2015年10月30日,"14,471.000","14,471.000","14,471.000","14,471.000",0.28%
2015年10月29日,"14,430.000","14,430.000","14,430.000","14,430.000",-0.06%
2015年10月28日,"14,438.000","14,438.000","14,438.000","14,438.000",0.47%
2015年10月27日,"14,370.000","14,370.000","14,370.000","14,370.000",-0.82%
2015年10月26日,"14,489.000","14,489.000","14,489.000","14,489.000",0.54%
2015年10月23日,"14,411.000","14,411.000","14,411.000","14,411.000",0.98%
2015年10月22日,"14,271.000","14,271.000","14,271.000","14,271.000",-0.16%
2015年10月21日,"14,294.000","14,294.000","14,294.000","14,294.000",1.03%
2015年10月20日,"14,148.000","14,148.000","14,148.000","14,148.000",-0.09%
2015年10月19日,"14,161.000","14,161.000","14,161.000","14,161.000",-0.11%
2015年10月16日,"14,177.000","14,177.000","14,177.000","14,177.000",0.20%
2015年10月15日,"14,148.000","14,148.000","14,148.000","14,148.000",1.37%
2015年10月14日,"13,957.000","13,957.000","13,957.000","13,957.000",-1.72%
2015年10月13日,"14,201.000","14,201.000","14,201.000","14,201.000",0.20%
2015年10月09日,"14,172.000","14,172.000","14,172.000","14,172.000",1.86%
2015年10月08日,"13,913.000","13,913.000","13,913.000","13,913.000",-1.12%
2015年10月07日,"14,071.000","14,071.000","14,071.000","14,071.000",0.07%
2015年10月06日,"14,061.000","14,061.000","14,061.000","14,061.000",0.35%
2015年10月05日,"14,012.000","14,012.000","14,012.000","14,012.000",1.34%
2015年10月02日,"13,827.000","13,827.000","13,827.000","13,827.000",0.73%
2015年10月01日,"13,727.000","13,727.000","13,727.000","13,727.000",1.46%
2015年09月30日,"13,530.000","13,530.000","13,530.000","13,530.000",2.39%
2015年09月29日,"13,214.000","13,214.000","13,214.000","13,214.000",-3.60%
2015年09月28日,"13,708.000","13,708.000","13,708.000","13,708.000",0.59%
2015年09月25日,"13,627.000","13,627.000","13,627.000","13,627.000",1.03%
2015年09月24日,"13,488.000","13,488.000","13,488.000","13,488.000",-1.82%
2015年09月18日,"13,738.000","13,738.000","13,738.000","13,738.000",-0.66%
2015年09月17日,"13,829.000","13,829.000","13,829.000","13,829.000",1.47%
2015年09月16日,"13,629.000","13,629.000","13,629.000","13,629.000",-0.15%
2015年09月15日,"13,650.000","13,650.000","13,650.000","13,650.000",-0.45%
2015年09月14日,"13,712.000","13,712.000","13,712.000","13,712.000",-0.66%
2015年09月11日,"13,803.000","13,803.000","13,803.000","13,803.000",1.31%
2015年09月10日,"13,624.000","13,624.000","13,624.000","13,624.000",-0.43%
2015年09月09日,"13,683.000","13,683.000","13,683.000","13,683.000",5.13%
2015年09月08日,"13,015.000","13,015.000","13,015.000","13,015.000",-2.63%
2015年09月07日,"13,366.000","13,366.000","13,366.000","13,366.000",-1.02%
2015年09月04日,"13,504.000","13,504.000","13,504.000","13,504.000",-2.43%
2015年09月03日,"13,840.000","13,840.000","13,840.000","13,840.000",0.50%
2015年09月02日,"13,771.000","13,771.000","13,771.000","13,771.000",-0.79%
2015年09月01日,"13,880.000","13,880.000","13,880.000","13,880.000",-3.56%
2015年08月31日,"14,393.000","14,393.000","14,393.000","14,393.000",0.36%
2015年08月28日,"14,342.000","14,342.000","14,342.000","14,342.000",2.74%
2015年08月27日,"13,959.000","13,959.000","13,959.000","13,959.000",2.11%
2015年08月26日,"13,670.000","13,670.000","13,670.000","13,670.000",3.94%
2015年08月25日,"13,152.000","13,152.000","13,152.000","13,152.000",-2.55%
2015年08月24日,"13,496.000","13,496.000","13,496.000","13,496.000",-6.86%
2015年08月21日,"14,490.000","14,490.000","14,490.000","14,490.000",-3.36%
2015年08月20日,"14,994.000","14,994.000","14,994.000","14,994.000",-1.21%
2015年08月19日,"15,177.000","15,177.000","15,177.000","15,177.000",-1.83%
2015年08月18日,"15,460.000","15,460.000","15,460.000","15,460.000",0.32%
2015年08月17日,"15,410.000","15,410.000","15,410.000","15,410.000",0.90%
2015年08月14日,"15,272.000","15,272.000","15,272.000","15,272.000",0.12%
2015年08月13日,"15,253.000","15,253.000","15,253.000","15,253.000",0.05%
2015年08月12日,"15,246.000","15,246.000","15,246.000","15,246.000",-1.43%
2015年08月11日,"15,467.000","15,467.000","15,467.000","15,467.000",-0.23%
2015年08月10日,"15,502.000","15,502.000","15,502.000","15,502.000",0.85%
2015年08月07日,"15,371.000","15,371.000","15,371.000","15,371.000",0.15%
2015年08月06日,"15,348.000","15,348.000","15,348.000","15,348.000",0.35%
2015年08月05日,"15,295.000","15,295.000","15,295.000","15,295.000",0.26%
2015年08月04日,"15,255.000","15,255.000","15,255.000","15,255.000",0.52%
2015年08月03日,"15,176.000","15,176.000","15,176.000","15,176.000",0.47%
2015年07月31日,"15,105.000","15,105.000","15,105.000","15,105.000",0.60%
2015年07月30日,"15,015.000","15,015.000","15,015.000","15,015.000",0.36%
2015年07月29日,"14,961.000","14,961.000","14,961.000","14,961.000",0.19%
2015年07月28日,"14,933.000","14,933.000","14,933.000","14,933.000",-0.14%
2015年07月27日,"14,954.000","14,954.000","14,954.000","14,954.000",-1.51%
2015年07月24日,"15,183.000","15,183.000","15,183.000","15,183.000",-0.33%
2015年07月23日,"15,233.000","15,233.000","15,233.000","15,233.000",0.62%
2015年07月22日,"15,139.000","15,139.000","15,139.000","15,139.000",-0.81%
2015年07月21日,"15,262.000","15,262.000","15,262.000","15,262.000",-4.74%
2015年07月17日,"16,022.000","16,022.000","16,022.000","16,022.000",0.15%
2015年07月16日,"15,998.000","15,998.000","15,998.000","15,998.000",1.12%
2015年07月15日,"15,821.000","15,821.000","15,821.000","15,821.000",0.10%
2015年07月14日,"15,805.000","15,805.000","15,805.000","15,805.000",1.73%
2015年07月13日,"15,536.000","15,536.000","15,536.000","15,536.000",1.78%
2015年07月10日,"15,264.000","15,264.000","15,264.000","15,264.000",-0.56%
2015年07月09日,"15,350.000","15,350.000","15,350.000","15,350.000",0.08%
2015年07月08日,"15,337.000","15,337.000","15,337.000","15,337.000",-3.58%
2015年07月07日,"15,906.000","15,906.000","15,906.000","15,906.000",1.09%
2015年07月06日,"15,735.000","15,735.000","15,735.000","15,735.000",-2.21%
2015年07月03日,"16,090.000","16,090.000","16,090.000","16,090.000",-0.28%
2015年07月02日,"16,135.000","16,135.000","16,135.000","16,135.000",0.74%
2015年07月01日,"16,017.000","16,017.000","16,017.000","16,017.000",1.46%
