日付け,終値,始値,高値,安値,出来高,変化率 %
2021年12月02日,165.24,165.93,165.93,164.63,9.60M,-0.55%
2021年12月01日,166.16,166.79,167.47,166.06,7.83M,0.40%
2021年11月30日,165.50,167.84,169.01,165.37,12.93M,-0.67%
2021年11月29日,166.62,166.83,167.24,166.51,7.39M,-0.14%
2021年11月26日,166.85,168.60,168.64,166.37,9.60M,-0.16%
2021年11月24日,167.12,166.58,167.44,166.32,5.36M,-0.10%
2021年11月23日,167.28,167.24,167.59,166.55,8.05M,-0.87%
2021年11月22日,168.74,169.82,170.43,168.44,13.10M,-2.24%
2021年11月19日,172.61,173.69,174.10,172.24,8.79M,-0.76%
2021年11月18日,173.94,173.96,174.36,173.53,6.25M,-0.32%
2021年11月17日,174.50,174.24,174.60,173.89,6.47M,0.91%
2021年11月16日,172.92,174.00,174.47,172.87,8.67M,-0.72%
2021年11月15日,174.18,174.13,174.58,173.70,5.63M,-0.15%
2021年11月12日,174.45,173.51,174.67,173.40,7.89M,0.19%
2021年11月11日,174.12,173.98,174.27,173.74,5.94M,0.56%
2021年11月10日,173.15,173.65,174.64,172.13,11.46M,1.09%
2021年11月09日,171.29,170.74,171.30,170.16,5.78M,0.49%
2021年11月08日,170.45,170.42,170.69,170.06,4.97M,0.36%
2021年11月05日,169.84,168.42,169.94,167.85,9.37M,1.31%
2021年11月04日,167.65,167.51,168.14,167.38,6.66M,1.13%
2021年11月03日,165.77,165.29,165.93,164.43,9.06M,-0.83%
2021年11月02日,167.16,167.43,167.62,166.97,3.76M,-0.21%
2021年11月01日,167.52,167.40,167.84,166.91,4.98M,0.52%
2021年10月29日,166.65,166.29,166.73,165.64,7.53M,-0.85%
2021年10月28日,168.08,169.01,169.25,167.55,7.00M,-0.02%
2021年10月27日,168.12,167.72,168.19,166.86,5.82M,0.26%
2021年10月26日,167.68,167.87,167.87,166.63,6.66M,-0.74%
2021年10月25日,168.93,168.69,169.20,168.54,4.88M,0.69%
